id	feedType	jobTitle	referenceId	referenceName	referenceURL	interest	location	description
1352196	Full Time	Global Corporate & Investment Banking Administrative Assistant	49622	Bank of America	http://api.simplyhired.com/a/job-details/view/jobkey-5235.10570731/rid-jsutsnseiyasxctdtwhgejlfqamarxyb/cjp-3/hits-236	investment banking	"New York, NY"	"Global Corporate & Investment Banking Administrative Assistant : 1300052838 US-NY-New York Description Overview of Role The Administrative Assistant in this position will provide diverse, advanced and confidential administrative support. Such support functions include gathering, compiling and reporting information relevant to/for team and managing a number of different and often conflicting objectives, projects and activities at one time. Significant multi-tasking abilities are required. Regular involvement in high-level client contact and exposure to sensitive information requires that the AA use considerable tact, diplomacy and judgment. Advanced administrative and analytical skills are essential. Responsibilities include: Extremely heavy calendar management; coordinating and scheduling internal and external meetings Extensive scheduling of international and domestic travel Comprehensive phone coverage and expense processing Communicating and interacting internally with all levels of the group and across business functions, finance, personnel, and technology, as well as externally with clients and their teams Serving as a resource for basic company policies and procedures Quickly learning and keeping up to date on a variety of software programs Performs diverse, advanced and confidential administrative support functions including composing, signing and releasing routine but somewhat complex correspondence. Usually relieves management of administrative details; gathers, compiles and reports information relevant to/for department; may manage a number of different and often conflicting objectives, projects or activities at one time. Communicates with executives and line management to gather or convey relevant information. May be involved in high-level client contact and exposure to sensitive information, and must use considerable tact, diplomacy and judgment. Advanced administrative and analytical skills. Thorough knowledge of a variety of software programs. Qualifications Required: 5+ years Investment Banking or financial services support experience, executive-level support preferred Polished and professional in person, phone and email communications Significant time management, organization, multi-tasking and prioritization skills Advanced skills in Outlook and other MS Office programs (Excel, Work, PowerPoint) Strong attention to detail, ability to work effectively under pressure and time constraints Concur or similar experience processing travel and expenses Exemplary demonstrated work ethic Ability to learn quickly and take on new responsibilities Apply NowApply Now. Link opens a new window Share this job Click to share on Facebook, link opens in a new window Facebook Click to share on Twitter, link opens in a new window Twitter Click to share on LinkedIn, link opens in a new window LinkedIn Stay Connected Stay connected to Careers on twitter @BofA_Careers. Link opens a new window. Location: US-NY-New York Job Family: A-Administration Language: Travel: No Posting Date: Sep 4 2013 Unposting Date: Sep 11 2013 Hours Per Week:40.00 Full / Part-time: Fulltime Shift: 1st Shift Weekly Schedule:for more information see url 5plus USdashNY multidashtasking highdashlevel highdashlevel executivedashlevel multidashtasking USdashNY AdashAdministration Partdashtime toslashfor toslashfor>"
1352197	Intern	Merchandise Business Analyst Internships	0	Disney Parks and Resorts(aulani)	http://api.simplyhired.com/a/job-details/view/jobkey-e31852245968bafc277c7306e858d8a19703c0/rid-nhblxmjgaozrahattmjsvhftdtohguql/cjp-8/hits-246	Analyst	"Lake Buena Vista, FL"	"Disney Professional Internships  Merchandise Business Analyst Internship  Company Overview: The Walt Disney Company is a world-class entertainment and technological leader. Walt’s passion was to continuously envision new ways to move audiences around the world—a passion that remains our touchstone in an enterprise that stretches from theme parks, resorts and a cruise line to sports, news, movies and a variety of other businesses. Uniting each endeavor is a commitment to creating and delivering unforgettable experiences — and we’re constantly looking for new ways to enhance these exciting experiences. Bring your individual talents here and discover for yourself why a career with Disney is the opportunity you’ve been looking for.  Department Overview: “It takes people to make the dream a reality.” Walt was on to something when he said that, and it continues to ring true today. No matter the stage in your career, being a part of Walt Disney Parks & Resorts means being a part of a team where you help bring innovation to life through unsurpassed products, services and most importantly remarkable experiences. As a Cast Member you are the steward and connection to our legacy and the backbone of our thriving innovations. Join our team and watch your dreams come true.   The Merchandise Business Analyst Intern will assist the Senior Merchandise Systems Analyst to provide information and insights into sales, category assortments, store groupings, and market trends to measure performance and shape business decisions. The ideal candidate will have data interpretation skills and be able to communicate insights and findings to management in a clear, compelling way.   These are the minimum qualifications you need to be considered for this position:  * Currently a Senior or higher seeking a degree in Business Information Management, Actuarial Science, Applied Mathematics, Supply Chain Management, Industrial Engineering, Finance, Economics (or related)  * * Demonstrated analytical and problem solving skills  * Demonstrated problem solving and decision making skills  * Strong partnering skills  * Strong business writing and data visualization skills  * Proven organizational and time management skills with attention to detail  * Able to communicate progress and provide status updates when necessary  * Demonstrated proficiency with Excel, Word and PowerPoint  * Excel skills (e.g., VLOOKUP, SUMIF, Macros)  * Experience with analytical tools (such as SAS JMP, SPSS, GAMS, or Arena)   * Willingness to learn new business dynamics  * Demonstrated ability to manage conflict/resolution  * Experience coding in a programming language  * Retail or customer service experience  * Experience with B.I. and Analytical tools including SAS JMP, SPSS, GAMS, and Arena>"
1352198	Full Time	Financial Services Representative	0	Prudential	http://api.simplyhired.com/a/job-details/view/jobkey-c9b686489aefa6e2379a338abe8459a33b19cf/rid-jsutsnseiyasxctdtwhgejlfqamarxyb/cjp-5/hits-236	investment banking	"Grand Rapids, MI"	"Be a Part of the Solution  At Prudential, we have been helping our clients meet challenges for more than 135 years. And with our enhanced Financial Professional Assistant Program, this is an excellent time for you to become a part of the solution.  When you study to become a Financial Professional, you're on the road helping to make a positive change in people's lives. The strategies you'll recommend as a Financial Professional will help clients meet the challenge of protecting and growing their financial health and well-being.  To find out more about the program including the curriculum and when it's offered in your area, complete the form on the right. Select the checkbox to have a recruiter from your local office contact you to describe the program and answer any questions you may have.>"
1352199	Intern	Merchandise Business Analyst Internships	0	Walt Disney Parks & Resorts	http://api.simplyhired.com/a/job-details/view/jobkey-9f3e6a24fba1bef54a2667aab89cae1d11d81548/rid-nhblxmjgaozrahattmjsvhftdtohguql/cjp-9/hits-246	Analyst	"Lake Buena Vista, FL"	"Disney Professional Internships  Merchandise Business Analyst Internship  Company Overview: The Walt Disney Company is a world-class entertainment and technological leader. Walt’s passion was to continuously envision new ways to move audiences around the world—a passion that remains our touchstone in an enterprise that stretches from theme parks, resorts and a cruise line to sports, news, movies and a variety of other businesses. Uniting each endeavor is a commitment to creating and delivering unforgettable experiences — and we’re constantly looking for new ways to enhance these exciting experiences. Bring your individual talents here and discover for yourself why a career with Disney is the opportunity you’ve been looking for.  Department Overview: “It takes people to make the dream a reality.” Walt was on to something when he said that, and it continues to ring true today. No matter the stage in your career, being a part of Walt Disney Parks & Resorts means being a part of a team where you help bring innovation to life through unsurpassed products, services and most importantly remarkable experiences. As a Cast Member you are the steward and connection to our legacy and the backbone of our thriving innovations. Join our team and watch your dreams come true.   The Merchandise Business Analyst Intern will assist the Senior Merchandise Systems Analyst to provide information and insights into sales, category assortments, store groupings, and market trends to measure performance and shape business decisions. The ideal candidate will have data interpretation skills and be able to communicate insights and findings to management in a clear, compelling way.   These are the minimum qualifications you need to be considered for this position:  * Currently a Senior or higher seeking a degree in Business Information Management, Actuarial Science, Applied Mathematics, Supply Chain Management, Industrial Engineering, Finance, Economics (or related)  * * Demonstrated analytical and problem solving skills  * Demonstrated problem solving and decision making skills  * Strong partnering skills  * Strong business writing and data visualization skills  * Proven organizational and time management skills with attention to detail  * Able to communicate progress and provide status updates when necessary  * Demonstrated proficiency with Excel, Word and PowerPoint  * Excel skills (e.g., VLOOKUP, SUMIF, Macros)  * Experience with analytical tools (such as SAS JMP, SPSS, GAMS, or Arena)   * Willingness to learn new business dynamics  * Demonstrated ability to manage conflict/resolution  * Experience coding in a programming language  * Retail or customer service experience  * Experience with B.I. and Analytical tools including SAS JMP, SPSS, GAMS, and Arena  Additional Information Materials Required:  * College transcripts (official or unofficial) - Please upload your transcript while completing the online application  Internship Eligibility:  * Must be enrolled in a U. S. college/university taking at least one class in the semester/quarter (spring/fall) prior to participation in the internship program OR currently participating in a Disney College Program or Disney Professional Internship  * Not have already completed two consecutive (spring/fall) College or Professional Internship Programs  * Must possess unrestricted work authorization  * Must provide full work availability  * Must provide own transportation to/from work  * Current Active Disney cast members must meet Professional Internship transfer guidelines (for Walt Disney World cast members this is no more than four points and one reprimand in the last six months; for Disneyland cast members this is six months of consecutive service and a performance record clear of any disciplinary issues (warnings, suspensions, etc.) for at least six months)  Program Length: The approximate dates of this internship are January 2014 through June 2014. Interns must be fully available for the duration of the internship.  Housing: A limited amount of company-sponsored housing is available on a first-come, first-serve basis.  Application Deadline: The deadline to>"
1352200	Full Time	Finance Summer Intern	0	Western and Southern Life Insurance Company	http://api.simplyhired.com/a/job-details/view/jobkey-5cf0e2b17a35bcf0deb5e26bd5bb7e4792754fc/rid-jsutsnseiyasxctdtwhgejlfqamarxyb/cjp-6/hits-236	investment banking	"Cincinnati, OH"	"Fort Washington Investment Advisors, Inc. has an immediate opportunity for a Summer Intern.  Position Requirements  Candidates should be under consideration for a Finance, Accounting, Marketing, Operations, Decision Sciences or related business major.  Position Attributes  Centered on the interests of our clients, Fort Washington offers a wide range of financial solutions that are customized to the specific needs of both institutions and individuals. Our core commitment remains the same within the parameters of each investment strategy: to provide our clients with outstanding investment products and services that present long-term, above-average return potential. Fort Washington is a member of Western & Southern Financial Group.  Western & Southern Financial Group, a Fortune 500 company, is a dynamic family of diversified financial services companies that provides life insurance, annuities, mutual funds, retirement planning and investment products and services to help millions of consumers nationwide to plan and protect their financial futures.  Move Up>"
1352201	Full Time	Office Assistant - Temp	68277	Andrews International	http://api.simplyhired.com/a/job-details/view/jobkey-10420.29deefe5591813ebb13139caeaea14ed/rid-jsutsnseiyasxctdtwhgejlfqamarxyb/cjp-7/hits-236	investment banking	"Bell Gardens, CA"	"About the Job Andrews International (AI), headquartered in Los Angeles, California, is a full service provider of security and risk mitigation services; and the largest private security service provider in the United States. We have openings for a Temp- Office Administrator in Bell Gardens, California. Basic Responsibilities: Provide administrative support to ensure that operations are maintained in an effective, up to date and accurate manner. ? Type correspondence, reports and other documents ? Maintain office files ? Open and distribute the mail ? Coordinate repairs to office equipment ? Greet and assist visitors ? Answer phones ? Direct calls and respond to inquiries ?File Perform other related duties as required Required Skills 2 years of experience in an office administration or Office Receptionist role. Required Experience Must be at least 18 years old. High School Diploma or equivalent required. Applicants must have a valid CA state driving license. Applicants must be able to pass a Criminal Background Investigation and Drug Screening. ANDREWS INTERNATIONAL IS AN AFFIRMATIVE ACTION/EEO EMPLOYER 2 years of experience in an office administration or Office Receptionist role.>"
1352202	Full Time	Student Trainee (Mathematics and Statistics) OR Student Trainee (Engineering)	60706	National Institute of Standards and Technology	http://api.simplyhired.com/a/job-details/view/jobkey-5235.351543000/rid-xuxjjnkgruylicktlqdkqozwrtmeqsbf/cjp-0/hits-920	Statistician	"Gaithersburg, MD"	"### JOB SUMMARY: Founded in 1901, NIST is a non-regulatory federal agency within Commerce. NIST''s mission is to promote U.S. innovation and industrial competitiveness by advancing measurement science, standards, and technology in ways that enhance economic security and improve our quality of life. To learn more about working at NIST, please visit Careers at NIST. This is a Student Internship opportunity under the Pathways Program. NIST currently has an internship position located in the Engineering Laboratory, Fire Research Division. The student will perform a literature review on risk perception.* * Are you ready to explore your future with NIST? * This announcement will close at 11:59 p.m. Eastern Time on the date the first 100 applications are received or on September 18th, 2013, whichever comes first.**>"
1352203	Full Time	Artisan Food Market Research - Statistician - Strategy Leader Intern	0	Foodie Terra	http://api.simplyhired.com/a/job-details/view/jobkey-27545.35735b011110796124215052aa8ee81a/rid-xuxjjnkgruylicktlqdkqozwrtmeqsbf/cjp-1/hits-920	Statistician	"Houston, TX"	"Job Description This role is perfect for someone with marketing, strategy or finance experience in the food and/or consumer products space. The ideal candidate is passionate about the convergence of food and technology and ready to help drive crucial e-mail communication strategy. The ideal candidate will also have leadership experience and a strong connection to the locavore (local food) movement to effectively help grow and sustain local artisan food systems. In addition to Market Research, assignments may include: Helping build brand equity, market share, and profitability. Creating multi-year strategic growth plans for bringing products to market. Help d evelop and evaluate new product opportunities and platforms. Analyzing consumer/customer trends and drawing implications for long-term brand growth. Help d evelop consumer promotions and contests. Competitive analysis, deep dives, and recommending competitive strategies. Championing novel ideas and concepts. Help with r e-staging or re-positioning product lines. Qualifications Apply if you are dynamic and you enjoy helping grow local artisan and gourmet food sellers. Requirements: Self-Starter,Driven Entrepreneurial Exceptional Communicator Exceptional Networking and Interpersonal Skills Detail-oriented problem solver Critical thinker, analytical, innovator Proficient in Excel with strong knowledge of pivot tables Very comfortable with large amounts of data and numbers Experience analyzing market research and business intelligence CPG and/or Food industry experience preferred Technology Savvy Decisive Leader Additional Information Follow foodieterra.com athttps://twitter.com/foodieterra>"
1352204	Full Time	Administrative Assistant	0	Regions Financial	http://api.simplyhired.com/a/job-details/view/jobkey-4377dba29e58d24c708b665d6a57d7eca6935840/rid-jsutsnseiyasxctdtwhgejlfqamarxyb/cjp-8/hits-236	investment banking	"Greenwood, MS"	"At Regions this position will perform administrative and clerical services related to the activities of a division, department, section or unit.  Primary Responsibilities  * May prepare correspondence, memoranda, reports, etc. * Screens telephone calls and receives and directs visitors * May resolve routine inquiries.  May schedule and maintain calendar of appointments, meetings and travel itineraries and coordinates related arrangements * May prepare and distribute minutes of meetings * Operates a personal computer and appropriate software packages or its equivalent  Qualifications  Requirements  * Requires a high school diploma or GED * Two years clerical/administrative experience  Job Branch/Consumer Banking  Primary Location Mississippi-Greenwood  Schedule Full-time  Job Posting Sep 13, 2013, 7:46:09 AM>"
1352205	Full Time	Research Statistician	70432	Findthebest	http://api.simplyhired.com/a/job-details/view/jobkey-10775.2013-09-15_job_20130122232604_8PC/rid-xuxjjnkgruylicktlqdkqozwrtmeqsbf/cjp-2/hits-920	Statistician	"Santa Barbara, CA"	"About the Company: Just two years since launch, FindTheBest has grown from a small Santa Barbara garage to a 70+ employee company with 25M+ visitors a month, already a quarter the size of Yelp. Everyday, even the newest employees make a giant impact on our millions of users. If you’ve ever dreamed of being an entrepreneur—but want the security of a company built for success—there’s no better place to start your career. FindTheBest helps people make big decisions. We collect, organize and present data in a consumer-friendly format so our users can pick the best smartphone, college, ski resort (and 800+ others) for them. Many employees specialize in one of 10 broad categories—like travel, sports, health, or education—designing smart filters, colorful visuals, and easy comparison tools to help people decide. We're backed by two VC firms: Kleiner Perkins Caufield Byers and New World Ventures. Our founder/CEO previously started DoubleClick (sold to Google for $3.1B). Located in Santa Barbara (“Silicon Beach”), we're fast-growing, and best of all, fun. Employees enjoy snacks, a game room, quick access to the beach, and daily classes with a personal trainer. Career opportunities abound for>"
1352206	Full Time	Administrative Assistant	0	Delta Dallas	http://api.simplyhired.com/a/job-details/view/jobkey-10850.10534/rid-jsutsnseiyasxctdtwhgejlfqamarxyb/cjp-9/hits-236	investment banking	"Dallas, TX"	"Our client, located in Uptown, is looking for an Administrative Assistant to join their team! They need an organized, attentive, polished, and professional person to assist one of their Partners. They offer competitive compensation and sought-after benefits that accompany such a growing company. Responsibilities Maintain meetings and activities Coordinate business/personal travel and complete expense reports Preparing reports, email communication, and pitch books Assist with planning and execution of events/meetings All other duties as assigned Qualifications 3-5+ years of experience in investment banking, legal or finance industry Bachelor s degree REQUIRED Excellent communication both written and oral Ability to thrive in an ever-changing environment Proficient in Microsoft Excel, Word and PowerPoint Ability to multi-task and deal with all types of professional Heavy work schedule (average week 50+ hours), including some weekends Possess confident and hands-on approach with the executive Proficient in MS Office Ability to succeed in an ever-changing environment>"
1352207	Full Time	"2014 Summer Internship - Credit Risk Management, Statistics & Analysis and Supervision & Regulation"	0	Federal Reserve Bank of Minneapolis	http://api.simplyhired.com/a/job-details/view/jobkey-83f51a48d9ef16f18e9c874be5c8d0e5d02744/rid-xuxjjnkgruylicktlqdkqozwrtmeqsbf/cjp-3/hits-920	Statistician	"Cleveland, OH"	"2014 Summer Internship - Credit Risk Management, Statistics & Analysis and Supervision & Regulation-233105  Federal Reserve Bank of Cleveland  Primary Location OH-Cleveland  Full-time / Part-time Part-time  Employee Status Temporary  Overtime Status Non-exempt  Job Type Internship  Travel No  Shift Day Job  Job Sensitivity Tier II - w/ Credit Check  Our People Make the Difference The Federal Reserve Bank of Cleveland is part of the nation’s central bank. We’ve provided many opportunities for professional growth during our history.  For thirteen years in a row, we’ve been named “One of Northeast Ohio’s Best Places to Work” by North Coast 99. This prestigious award honors organizations with outstanding employment practices, including compensation, benefits, training, recruitment, retention, community services, and employee communications.  At our state-of-the-art Cleveland Office we are seeking innovative thinkers with vision to build the framework that will carry the Bank into the future. Join our team!  Summer 2014 internships (6 positions available)  Credit Risk Management, Statistics and Analysis, and Supervision and Regulation  Take your Accounting and Finance skills to the next level as an intern in the Credit Risk Management, Statistics and Analysis, and Supervision and Regulation departments.  These three departments make up the SCS Administration whose mission is to ensure public confidence in the financial system by delivering the highest quality analysis, risk management and supervision practices.  As an Intern you may be assigned some of the following responsibilities:  ·         Analyze and ensure the accuracy and integrity of financial reports and structure reports through analysis of financial statements and application of applicable financial analysis tools, banking regulations, and accounting rules.  ·         Provide day to day operational coverage for the Discount Window, Payments System Risk, Condition Monitoring, Reserves and collateral functions.  Prepare financial condition reviews of banks, thrifts and/or credit unions within the Fourth District.  ·         Participate on a collateral review for loans pledged to the Federal Reserve’s Discount Window.  ·         Assist Credit Risk Management with ad hoc strategic priorities at the department, administration, Reserve Bank and/or Federal Reserve System level.  ·         Assist with modifications in the Condition Monitoring program, the Borrower in Custody program and other collateral related policies.  ·         Assist with identifying risks through monitoring and onsite reviews to promote and ensure prudent banking practices and overall financial and managerial stability.  ·         Prepare management reports and analyses relevant to a specific risk area or risk development (e.g., asset quality trends for District regional and community banks, deposit trends and interest rate exposures, peer comparisons for an applicable risk metrics, etc.)  ·         Complete projects and ad hoc assignments (e.g., updating  cross-district ALLL models, compiling state member bank capital stress testing activities and key parameters, researching Basel III developments and related Fourth District implications)  ·         Participate and assist in field examination or inspection of a state member bank or bank holding company  Requirements:  ·         Working towards Bachelor's or Master’s degree in Accounting, Economics, Finance, with at least one semester of school remaining upon completion of the internship  ·         Strong academic record with a minimum grade point average of 3.0.  ·         Financial Analysis experience through school projects or internships  ·         Proficiency with Microsoft office products, specifically Excel and Access (or familiarity with other data access tools)  ·         Ability to work in a deadline driven environment  ·         Ability to work both in a group setting and on an individual basis.  ·         Ability to manage multiple projects simultaneously.  ·         Solid oral and written communication skills.  You may be assigned to work in the Credit Risk Management, Statistics and Analysis, or Supervision and Regulation departments.  PLEASE NOTE: This position requires access to confidential supervisory information, access to which is limited to ""Protected Individuals"" as defined by regulation of the Board of Governors of the Federal Reserve System.  Protected Individuals include, but are not limited to, U.S. Citizens, U.S. Nationals, and lawful permanent resident aliens (also known as ""green card holders"") but do not include (i) a permanent resident alien who fails to apply for naturalization within six months of the date the alien first becomes eligible to apply for naturalization and (ii) an alien who has applied on a timely basis, but has not been naturalized as a citizen within 2 years after the date of the application, unless the alien can establish that the alien is actively pursuing naturalization.   If you are selected for an interview, you will be required to present documentation of your eligibility prior to the interview.>"
1352208	Intern	Intern (FARS)	56878	Morgan Stanley	http://api.simplyhired.com/a/job-details/view/jobkey-d823f6e7b146ef59e3597ca6b69e8af57dc8/rid-skahrdbptzdrzizidlwuxnawvjipmrnm/cjp-2/hits-57	investment banking	"New York, NY"	"Position Category: Wealth Management  Experience: Refer to Position Description Position Type: Intern  Job Level: Non-Exempt  Apply Now Apply Now  Add to Job Cart Add to Job Cart  Position Description Responsibilities -Gain industry and organizational knowledge through daily business interactions and job assignments. -Develop business, financial and analytical skills needed for career in global wealth management and financial services. -Provide marketing and sales support to branches and their teams. -Perform market research. -Gain exposure to wealth management business, products, services and clients’ financial needs.  Skills Required Requirements -High school diploma required. In pursuit of college degree preferable. -At least 18 years of age. -Internships are intended to be positions that are for limited duration, with a maximum duration ten months. -Strong desire to gain further understanding of the global wealth management business. -Effective communication and interpersonal skills (both written and verbal) -Ability to work on a team. -Strong analytical skills and ability to interpret.  Morgan Stanley EOE committed to diversifying its workforce. M/F/D/V.  Apply Now Apply Now  Add to Job Cart Add to Job Cart  Move Up>"
1352209	Full Time	"2014 Summer Internship - Credit Risk Management, Statistics & Analysis and Supervision & Regulation"	0	Federal Reserve Bank of Cleveland	http://api.simplyhired.com/a/job-details/view/jobkey-b785e668e236deefd09332fa376b217fe4aa97c3/rid-xuxjjnkgruylicktlqdkqozwrtmeqsbf/cjp-4/hits-920	Statistician	"Cleveland, OH"	"2014 Summer Internship - Credit Risk Management, Statistics & Analysis and Supervision & Regulation-233105  Federal Reserve Bank of Cleveland  Primary Location OH-Cleveland  Full-time / Part-time Part-time  Employee Status Temporary  Overtime Status Non-exempt  Job Type Internship  Travel No  Shift Day Job  Job Sensitivity Tier II - w/ Credit Check  Our People Make the Difference The Federal Reserve Bank of Cleveland is part of the nation’s central bank. We’ve provided many opportunities for professional growth during our history.  For thirteen years in a row, we’ve been named “One of Northeast Ohio’s Best Places to Work” by North Coast 99. This prestigious award honors organizations with outstanding employment practices, including compensation, benefits, training, recruitment, retention, community services, and employee communications.  At our state-of-the-art Cleveland Office we are seeking innovative thinkers with vision to build the framework that will carry the Bank into the future. Join our team!  Summer 2014 internships (6 positions available)  Credit Risk Management, Statistics and Analysis, and Supervision and Regulation  Take your Accounting and Finance skills to the next level as an intern in the Credit Risk Management, Statistics and Analysis, and Supervision and Regulation departments.  These three departments make up the SCS Administration whose mission is to ensure public confidence in the financial system by delivering the highest quality analysis, risk management and supervision practices.  As an Intern you may be assigned some of the following responsibilities:  ·         Analyze and ensure the accuracy and integrity of financial reports and structure reports through analysis of financial statements and application of applicable financial analysis tools, banking regulations, and accounting rules.  ·         Provide day to day operational coverage for the Discount Window, Payments System Risk, Condition Monitoring, Reserves and collateral functions.  Prepare financial condition reviews of banks, thrifts and/or credit unions within the Fourth District.  ·         Participate on a collateral review for loans pledged to the Federal Reserve’s Discount Window.  ·         Assist Credit Risk Management with ad hoc strategic priorities at the department, administration, Reserve Bank and/or Federal Reserve System level.  ·         Assist with modifications in the Condition Monitoring program, the Borrower in Custody program and other collateral related policies.  ·         Assist with identifying risks through monitoring and onsite reviews to promote and ensure prudent banking practices and overall financial and managerial stability.  ·         Prepare management reports and analyses relevant to a specific risk area or risk development (e.g., asset quality trends for District regional and community banks, deposit trends and interest rate exposures, peer comparisons for an applicable risk metrics, etc.)  ·         Complete projects and ad hoc assignments (e.g., updating  cross-district ALLL models, compiling state member bank capital stress testing activities and key parameters, researching Basel III developments and related Fourth District implications)  ·         Participate and assist in field examination or inspection of a state member bank or bank holding company  Requirements:  ·         Working towards Bachelor's or Master’s degree in Accounting, Economics, Finance, with at least one semester of school remaining upon completion of the internship  ·         Strong academic record with a minimum grade point average of 3.0.  ·         Financial Analysis experience through school projects or internships  ·         Proficiency with Microsoft office products, specifically Excel and Access (or familiarity with other data access tools)  ·         Ability to work in a deadline driven environment  ·         Ability to work both in a group setting and on an individual basis.  ·         Ability to manage multiple projects simultaneously.  ·         Solid oral and written communication skills.  You may be assigned to work in the Credit Risk Management, Statistics and Analysis, or Supervision and Regulation departments.  PLEASE NOTE: This position requires access to confidential supervisory information, access to which is limited to ""Protected Individuals"" as defined by regulation of the Board of Governors of the Federal Reserve System.  Protected Individuals include, but are not limited to, U.S. Citizens, U.S. Nationals, and lawful permanent resident aliens (also known as ""green card holders"") but do not include (i) a permanent resident alien who fails to apply for naturalization within six months of the date the alien first becomes eligible to apply for naturalization and (ii) an alien who has applied on a timely basis, but has not been naturalized as a citizen within 2 years after the date of the application, unless the alien can establish that the alien is actively pursuing naturalization.   If you are selected for an interview, you will be required to present documentation of your eligibility prior to the interview.>"
1352210	Intern	Undergraduate Intern - Collateral Surveillance (165206)	43315	PNC	http://api.simplyhired.com/a/job-details/view/jobkey-57b3e0448fa3e8f684af3e1a1ab97a87856d19c/rid-skahrdbptzdrzizidlwuxnawvjipmrnm/cjp-3/hits-57	investment banking	"Overland Park, KS"	"As an Intern in Collateral Surveillance, you will participate in a “best-in-class” internship program that will provide you with the tools you need to launch your career in Real Estate Finance.   You will be an integral member of the team and receive support of an exceptional training program that provides valuable mentoring and learning opportunities for your professional development. Your assistance with Collateral Surveillance duties such as data entry, property inspection reports and daily system updates will sharpen your technical, analytical and decision making skills. You will build relationships with managers and other interns.  This opportunity is for our PNC Real Estate office in Corporate Woods, Overland Park, Kansas . This is an 8 month internship that will last Mid-January through Mid-August.  QUALIFICATIONS: • Pursuing a 4 year undergraduate college degree in Business,  Finance or Real Estate • Strong academic record • Superior problem solving and analytical skills • Excellent written and verbal communication skills • Basic typing skills, knowledge and use of personal computers (including spreadsheet and word processing applications) • Proficient in MS Office>"
1352211	Intern	Internship (Finance and Economics)	49451	Scottrade	http://api.simplyhired.com/a/job-details/view/jobkey-5235.53090/rid-skahrdbptzdrzizidlwuxnawvjipmrnm/cjp-4/hits-57	investment banking	"Granger, IN"	"Internship (Finance and Economics) - Granger, IN Job ID: 20132307-7587 Description: Scottrade, Inc.has aBranch Internposition available inGranger, IN.The main purpose of this position is to assist branches with daily operations while gaining valuable work experience in the brokerage industry. Responsibilities: * Listen to and shadow brokers in the office to see how they conduct business with clients. * Act as a representative of Scottrade to clients that come directly to the branch for assistance. * Become familiar with different departments and their functions. * Provide technical support for clients accessing Scottrade''s trading platforms. * Utilize quote system to communicate information regarding stocks to clients. * Process stock certificates and deposits, prepare paperwork for overnight delivery to St. Louis, and process branch mail. * Understand and be able to communicate different types of client accounts. * Navigate through the internal systems and become familiar with their uses. * Complete internal training program through Scottrade University. * Participate in team building activities within the branch. * Become proficient with the Microsoft Office Suite. Knowledge, Skills, and Abilities: * Ability to work an average of 15-30 hours per week and no more than 8 hours per day. * Basic level proficiency with Microsoft Word, Excel, and Outlook. * Foster company success through a professional appearance, being courteous to customers and all Scottrade associates and by having a positive attitude. Education and Experience: * High School diploma or equivalent. * Currently enrolled in an undergraduate program and attend classes at a local University with interests in business and the stock market. * Have completed 50-70 hours of required coursework and have a balance of no fewer than 48 hours remaining towards their Bachelor’s Degree (1-2 years of college remaining). * Performing within the college’s acceptable GPA level. Scottrade, Inc., an equal opportunity employer, is committed to inclusion and a diverse workforce. Requirements: Languages English ? Spoken, English ? Written Location IN - Granger>"
1352212	Intern	Intern - Fund Accounting Specialist- Part-time - Dallas	37867	JPMorgan Chase	http://api.simplyhired.com/a/job-details/view/jobkey-cb2dc9adb481f4361312c37cbd302824b76b/rid-skahrdbptzdrzizidlwuxnawvjipmrnm/cjp-5/hits-57	investment banking	Texas	"Intern - Fund Accounting Specialist- Part-time - Dallas-130080419  Job Description  About J.P. Morgan Corporate & Investment Bank  J.P. Morgan’s Corporate & Investment Bank (CIB) is a global leader across banking, markets and investor services. The world’s most important corporations, governments and institutions entrust us with their business in more than 100 countries. With $18 trillion of assets under custody and $393 billion in deposits, the Corporate & Investment Bank provides strategic advice, raises capital, manages risk and extends liquidity in markets around the world.  Intern - Fund Accounting Specialist - Part-time  Job Responsibilities:  * Assist team with ad-hoc reporting * Assist with distribution of financial data to private equity clients via online portal * Assist with the onboarding and offboarding of team members and clients * Other administrative duties as needed  Duties/skills relative to general accounting and securities knowledge:  * Line of business knowledge * Business processes and procedures * Product knowledge  Qualifications  * Sophomore or Junior level undergraduate student in an accounting or finance program * Team player with the ability to work productively within a group * Maintain a high degree of independence * Ability to multitask * Detail – orientated * Strong analytical, prioritization, organizational, and time management skills * Clear and consistent verbal and written communications * PC literacy with proficiency in MS Word and Excel  JPMorgan Chase offers an exceptional benefits program and a highly competitive compensation package.  JPMorgan Chase is an Equal Opportunity and Affirmative Action Employer, M/F/D/V  Job Accounting  Primary Location US-TX-Dallas-JPMIP One / 01538  Organization Treasury & Securities Services  Schedule Part-time  Job Type Internship  Shift Day Job  Employee Status Regular  Travel No>"
